Date,Winner,Loser,WRank,LRank,WPts,LPts,B365W,B365L,PSW,PSL
31/03/2022,Player45,Player41,25,51,3083,1403,1.62,2.32,1.67,2.38
31/03/2022,Player47,Player17,6,49,4446,1531,1.36,3.17,1.4,3.27
01/04/2022,Player59,Player4,43,19,2172,3295,2.38,1.59,2.45,1.63
01/04/2022,Player42,Player52,13,3,3909,4703,2.18,1.69,2.25,1.74
01/04/2022,Player0,Player28,33,18,2577,3592,2.24,1.66,2.31,1.71
02/04/2022,Player22,Player35,42,57,1754,1093,1.65,2.26,1.7,2.32
02/04/2022,Player14,Player30,11,56,4174,1065,1.3,3.56,1.34,3.66
02/04/2022,Player28,Player25,18,16,3592,3895,1.8,2.02,1.86,2.08
03/04/2022,Player46,Player26,7,30,4796,3202,1.58,2.4,1.63,2.47
03/04/2022,Player9,Player2,29,44,3213,1873,1.6,2.34,1.65,2.41
03/04/2022,Player39,Player8,37,59,2389,901,1.67,2.21,1.72,2.28
04/04/2022,Player39,Player38,37,5,2389,4828,2.61,1.5,2.69,1.54
04/04/2022,Player41,Player33,51,24,1403,3673,2.7,1.47,2.78,1.51
04/04/2022,Player49,Player8,10,59,4133,901,1.25,3.97,1.29,4.09
05/04/2022,Player22,Player58,42,38,1754,2420,1.94,1.87,2.0,1.93
05/04/2022,Player27,Player59,4,43,4718,2172,1.4,2.98,1.44,3.07
05/04/2022,Player9,Player38,29,5,3213,4828,1.97,1.84,2.03,1.9
06/04/2022,Player41,Player1,51,60,1403,994,1.81,2.01,1.86,2.07
06/04/2022,Player41,Player34,51,32,1403,2831,2.21,1.67,2.28,1.72
06/04/2022,Player38,Player17,5,49,4828,1531,1.32,3.44,1.36,3.54
07/04/2022,Player48,Player53,12,2,4191,4719,2.47,1.55,2.54,1.6
07/04/2022,Player4,Player22,19,42,3295,1754,1.53,2.52,1.58,2.6
07/04/2022,Player17,Player22,49,42,1531,1754,2.13,1.73,2.19,1.78
08/04/2022,Player32,Player51,46,27,1603,3119,2.18,1.69,2.24,1.74
08/04/2022,Player20,Player15,41,34,2260,2466,2.24,1.65,2.31,1.7
08/04/2022,Player49,Player27,10,4,4133,4718,1.94,1.87,2.0,1.92
09/04/2022,Player28,Player13,18,39,3592,2325,1.65,2.25,1.7,2.32
09/04/2022,Player21,Player41,53,51,1077,1403,2.03,1.79,2.09,1.84
09/04/2022,Player58,Player22,38,42,2420,1754,1.98,1.84,2.03,1.89
10/04/2022,Player36,Player19,58,50,885,1479,1.97,1.84,2.03,1.9
10/04/2022,Player6,Player37,9,52,4577,1222,1.32,3.44,1.36,3.54
10/04/2022,Player40,Player32,17,46,3658,1603,1.47,2.7,1.51,2.78
11/04/2022,Player24,Player15,40,34,2440,2466,2.17,1.7,2.24,1.75
11/04/2022,Player53,Player29,2,54,4719,1316,1.32,3.43,1.36,3.53
11/04/2022,Player52,Player29,3,54,4703,1316,1.24,4.08,1.28,4.2
12/04/2022,Player38,Player17,5,49,4828,1531,1.21,4.48,1.25,4.61
12/04/2022,Player18,Player36,23,58,3354,885,1.46,2.73,1.51,2.81
12/04/2022,Player10,Player36,31,58,2848,885,1.43,2.83,1.48,2.92
13/04/2022,Player3,Player56,28,14,3305,3706,2.2,1.68,2.27,1.73
13/04/2022,Player47,Player32,6,46,4446,1603,1.37,3.15,1.41,3.24
13/04/2022,Player20,Player28,41,18,2260,3592,2.47,1.55,2.54,1.59
14/04/2022,Player2,Player34,44,32,1873,2831,2.31,1.62,2.38,1.67
14/04/2022,Player18,Player54,23,47,3354,1574,1.5,2.61,1.54,2.69
14/04/2022,Player47,Player48,6,12,4446,4191,1.64,2.26,1.69,2.33
15/04/2022,Player34,Player32,32,46,2831,1603,1.76,2.07,1.81,2.14
15/04/2022,Player43,Player46,1,7,4968,4796,1.73,2.12,1.78,2.18
15/04/2022,Player3,Player34,28,32,3305,2831,1.82,2.0,1.87,2.06
16/04/2022,Player29,Player17,54,49,1316,1531,1.79,2.04,1.84,2.1
16/04/2022,Player28,Player45,18,25,3592,3083,1.75,2.1,1.8,2.16
16/04/2022,Player16,Player13,35,39,2680,2325,1.94,1.87,2.0,1.92
17/04/2022,Player24,Player59,40,43,2440,2172,1.84,1.98,1.89,2.04
17/04/2022,Player38,Player16,5,35,4828,2680,1.63,2.3,1.67,2.37
17/04/2022,Player16,Player30,35,56,2680,1065,1.61,2.34,1.66,2.4
18/04/2022,Player55,Player7,36,20,2316,3316,2.22,1.67,2.28,1.72
18/04/2022,Player39,Player13,37,39,2389,2325,1.78,2.05,1.83,2.11
18/04/2022,Player17,Player8,49,59,1531,901,1.79,2.03,1.85,2.09
19/04/2022,Player39,Player54,37,47,2389,1574,1.85,1.96,1.9,2.02
19/04/2022,Player25,Player29,16,54,3895,1316,1.55,2.47,1.6,2.54
19/04/2022,Player39,Player1,37,60,2389,994,1.62,2.3,1.67,2.37
20/04/2022,Player56,Player37,14,52,3706,1222,1.37,3.14,1.41,3.23
20/04/2022,Player22,Player36,42,58,1754,885,1.7,2.16,1.75,2.23
20/04/2022,Player15,Player8,34,59,2466,901,1.49,2.64,1.53,2.72
21/04/2022,Player2,Player22,44,42,1873,1754,1.96,1.85,2.02,1.91
21/04/2022,Player43,Player41,1,51,4968,1403,1.32,3.41,1.36,3.51
21/04/2022,Player35,Player32,57,46,1093,1603,1.98,1.83,2.04,1.89
22/04/2022,Player55,Player51,36,27,2316,3119,2.02,1.8,2.08,1.86
22/04/2022,Player3,Player58,28,38,3305,2420,1.67,2.22,1.72,2.28
22/04/2022,Player31,Player57,55,48,899,1587,2.04,1.79,2.1,1.84
23/04/2022,Player25,Player43,16,1,3895,4968,2.15,1.71,2.21,1.76
23/04/2022,Player47,Player51,6,27,4446,3119,1.63,2.29,1.68,2.36
23/04/2022,Player50,Player48,15,12,3906,4191,2.02,1.8,2.08,1.86
24/04/2022,Player36,Player1,58,60,885,994,1.79,2.03,1.85,2.09
24/04/2022,Player5,Player45,21,25,3756,3083,1.88,1.93,1.94,1.98
24/04/2022,Player50,Player16,15,35,3906,2680,1.61,2.34,1.65,2.41
25/04/2022,Player39,Player24,37,40,2389,2440,1.87,1.95,1.92,2.0
25/04/2022,Player45,Player42,25,13,3083,3909,2.29,1.63,2.35,1.68
25/04/2022,Player15,Player48,34,12,2466,4191,2.11,1.73,2.18,1.78
26/04/2022,Player23,Player35,8,57,3953,1093,1.34,3.31,1.38,3.41
26/04/2022,Player56,Player1,14,60,3706,994,1.3,3.53,1.34,3.63
26/04/2022,Player39,Player8,37,59,2389,901,1.58,2.4,1.62,2.48
27/04/2022,Player56,Player57,14,48,3706,1587,1.47,2.7,1.52,2.78
27/04/2022,Player31,Player7,55,20,899,3316,2.73,1.46,2.81,1.51
27/04/2022,Player46,Player54,7,47,4796,1574,1.3,3.56,1.34,3.66
28/04/2022,Player19,Player15,50,34,1479,2466,2.5,1.54,2.57,1.58
28/04/2022,Player36,Player31,58,55,885,899,1.83,1.99,1.88,2.05
28/04/2022,Player50,Player0,15,33,3906,2577,1.4,2.96,1.44,3.05
29/04/2022,Player49,Player18,10,23,4133,3354,1.74,2.1,1.79,2.17
29/04/2022,Player48,Player6,12,9,4191,4577,1.75,2.08,1.8,2.15
29/04/2022,Player2,Player29,44,54,1873,1316,1.6,2.36,1.65,2.43
30/04/2022,Player47,Player28,6,18,4446,3592,1.78,2.04,1.84,2.1
30/04/2022,Player21,Player54,53,47,1077,1574,2.02,1.81,2.07,1.86
30/04/2022,Player45,Player5,25,21,3083,3756,2.08,1.76,2.14,1.81
01/05/2022,Player38,Player22,5,42,4828,1754,1.52,2.56,1.56,2.64
01/05/2022,Player49,Player55,10,36,4133,2316,1.4,2.97,1.44,3.06
01/05/2022,Player47,Player43,6,1,4446,4968,2.0,1.82,2.06,1.87
02/05/2022,Player8,Player23,59,8,901,3953,3.63,1.29,3.73,1.33
02/05/2022,Player10,Player36,31,58,2848,885,1.46,2.74,1.5,2.82
02/05/2022,Player42,Player17,13,49,3909,1531,1.3,3.53,1.34,3.64
03/05/2022,Player4,Player9,19,29,3295,3213,1.98,1.84,2.04,1.89
03/05/2022,Player52,Player36,3,58,4703,885,1.2,4.61,1.24,4.75
03/05/2022,Player4,Player3,19,28,3295,3305,1.68,2.2,1.73,2.26
04/05/2022,Player47,Player17,6,49,4446,1531,1.28,3.75,1.31,3.86
04/05/2022,Player5,Player0,21,33,3756,2577,1.74,2.11,1.79,2.17
04/05/2022,Player28,Player52,18,3,3592,4703,2.38,1.59,2.45,1.64
05/05/2022,Player54,Player57,47,48,1574,1587,1.89,1.92,1.95,1.98
05/05/2022,Player41,Player7,51,20,1403,3316,3.01,1.39,3.1,1.43
05/05/2022,Player58,Player41,38,51,2420,1403,1.6,2.35,1.65,2.42
06/05/2022,Player34,Player56,32,14,2831,3706,2.18,1.69,2.25,1.74
06/05/2022,Player11,Player50,45,15,2050,3906,2.95,1.41,3.04,1.45
06/05/2022,Player16,Player54,35,47,2680,1574,1.77,2.06,1.83,2.12
07/05/2022,Player38,Player43,5,1,4828,4968,1.89,1.92,1.94,1.98
07/05/2022,Player59,Player38,43,5,2172,4828,3.08,1.38,3.17,1.42
07/05/2022,Player10,Player45,31,25,2848,3083,2.13,1.72,2.2,1.77
08/05/2022,Player23,Player14,8,11,3953,4174,1.82,1.99,1.88,2.05
08/05/2022,Player38,Player10,5,31,4828,2848,1.49,2.65,1.53,2.72
08/05/2022,Player12,Player13,26,39,3655,2325,1.63,2.3,1.67,2.37
09/05/2022,Player24,Player47,40,6,2440,4446,2.98,1.4,3.07,1.44
09/05/2022,Player1,Player59,60,43,994,2172,2.26,1.65,2.32,1.7
09/05/2022,Player23,Player21,8,53,3953,1077,1.29,3.61,1.33,3.72
10/05/2022,Player22,Player25,42,16,1754,3895,2.63,1.49,2.71,1.54
10/05/2022,Player58,Player5,38,21,2420,3756,2.22,1.67,2.28,1.72
10/05/2022,Player8,Player58,59,38,901,2420,2.42,1.57,2.49,1.62
11/05/2022,Player44,Player22,22,42,3686,1754,1.61,2.33,1.66,2.4
11/05/2022,Player6,Player1,9,60,4577,994,1.2,4.63,1.23,4.76
11/05/2022,Player59,Player55,43,36,2172,2316,2.18,1.69,2.24,1.74
12/05/2022,Player13,Player39,39,37,2325,2389,1.95,1.86,2.01,1.91
12/05/2022,Player23,Player59,8,43,3953,2172,1.4,2.97,1.44,3.06
12/05/2022,Player51,Player13,27,39,3119,2325,1.71,2.16,1.76,2.22
13/05/2022,Player14,Player0,11,33,4174,2577,1.6,2.35,1.65,2.42
13/05/2022,Player1,Player59,60,43,994,2172,2.66,1.48,2.74,1.53
13/05/2022,Player24,Player30,40,56,2440,1065,1.58,2.39,1.63,2.46
14/05/2022,Player18,Player44,23,22,3354,3686,2.18,1.69,2.25,1.74
14/05/2022,Player23,Player45,8,25,3953,3083,1.64,2.28,1.69,2.34
14/05/2022,Player46,Player9,7,29,4796,3213,1.71,2.14,1.76,2.21
15/05/2022,Player31,Player28,55,18,899,3592,2.64,1.49,2.71,1.54
15/05/2022,Player51,Player45,27,25,3119,3083,2.02,1.8,2.08,1.85
15/05/2022,Player4,Player17,19,49,3295,1531,1.5,2.61,1.54,2.68
