Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSCH,PSCD,PSCA
05/06/2022,Team5,Team11,1,2,A,2.4,3.73,2.73,2.47,3.84,2.81
06/06/2022,Team5,Team8,2,1,H,2.11,4.47,2.83,2.18,4.6,2.91
06/06/2022,Team10,Team8,0,1,H,2.42,4.36,2.46,2.49,4.49,2.53
06/06/2022,Team7,Team6,0,1,H,1.47,5.31,5.53,1.51,5.46,5.69
06/06/2022,Team10,Team15,1,1,H,2.64,4.96,2.13,2.72,5.1,2.19
07/06/2022,Team16,Team9,0,1,A,2.46,4.33,2.43,2.53,4.46,2.5
07/06/2022,Team17,Team1,5,1,D,3.92,5.19,1.66,4.04,5.34,1.71
07/06/2022,Team16,Team11,1,0,H,2.89,5.16,1.96,2.98,5.31,2.02
07/06/2022,Team7,Team13,0,2,H,1.73,4.13,4.33,1.79,4.25,4.45
08/06/2022,Team12,Team19,2,0,H,2.61,5.33,2.08,2.69,5.49,2.15
08/06/2022,Team9,Team17,2,5,A,1.75,4.74,3.73,1.8,4.87,3.84
08/06/2022,Team16,Team19,2,2,D,1.78,4.23,3.95,1.84,4.36,4.06
08/06/2022,Team5,Team14,0,3,A,1.55,3.89,6.79,1.59,4.01,6.99
09/06/2022,Team17,Team11,0,3,D,2.96,5.29,1.91,3.05,5.45,1.97
09/06/2022,Team15,Team11,0,1,H,1.99,4.83,2.94,2.05,4.98,3.03
09/06/2022,Team13,Team4,1,3,A,3.99,5.82,1.59,4.1,5.99,1.64
09/06/2022,Team14,Team12,0,0,H,2.06,5.75,2.56,2.12,5.92,2.63
10/06/2022,Team3,Team17,2,1,D,3.88,5.26,1.66,3.99,5.42,1.71
10/06/2022,Team3,Team10,1,1,A,4.16,5.46,1.6,4.28,5.62,1.64
10/06/2022,Team17,Team9,1,1,A,2.75,4.61,2.13,2.83,4.74,2.19
10/06/2022,Team6,Team7,1,4,D,4.06,4.09,1.79,4.18,4.21,1.84
11/06/2022,Team3,Team0,1,2,A,7.0,4.41,1.47,7.21,4.54,1.51
11/06/2022,Team7,Team11,3,0,D,2.05,5.06,2.74,2.11,5.21,2.82
11/06/2022,Team3,Team17,3,1,A,3.81,4.39,1.79,3.92,4.52,1.84
11/06/2022,Team9,Team15,0,0,A,2.54,4.32,2.35,2.62,4.45,2.42
12/06/2022,Team0,Team18,2,1,H,1.58,4.04,5.97,1.62,4.16,6.14
12/06/2022,Team10,Team14,2,0,A,1.73,4.37,4.13,1.78,4.5,4.25
12/06/2022,Team14,Team10,2,3,A,2.4,5.62,2.2,2.47,5.79,2.26
12/06/2022,Team7,Team3,0,1,A,1.34,5.25,8.84,1.38,5.4,9.1
13/06/2022,Team19,Team12,1,1,H,1.71,4.71,3.97,1.76,4.85,4.08
13/06/2022,Team8,Team18,0,0,H,1.43,5.13,6.52,1.47,5.28,6.71
13/06/2022,Team4,Team17,1,1,D,1.42,4.83,7.19,1.46,4.97,7.4
13/06/2022,Team10,Team1,1,0,H,4.13,3.72,1.86,4.25,3.83,1.91
14/06/2022,Team13,Team6,0,3,D,1.88,4.49,3.39,1.93,4.62,3.49
14/06/2022,Team0,Team5,2,4,D,2.13,4.42,2.83,2.19,4.55,2.91
14/06/2022,Team3,Team7,0,0,A,9.71,5.26,1.32,10.0,5.42,1.36
14/06/2022,Team14,Team4,0,3,A,3.9,4.35,1.77,4.01,4.47,1.83
15/06/2022,Team3,Team8,0,1,H,6.18,4.61,1.49,6.36,4.74,1.53
15/06/2022,Team11,Team17,1,0,H,1.51,5.71,4.72,1.55,5.88,4.86
15/06/2022,Team13,Team7,2,0,H,3.15,3.78,2.14,3.24,3.89,2.2
15/06/2022,Team0,Team19,1,0,H,1.67,4.08,4.85,1.72,4.2,4.99
16/06/2022,Team13,Team6,0,1,A,1.78,4.65,3.64,1.84,4.79,3.75
16/06/2022,Team8,Team13,1,0,H,1.64,4.73,4.36,1.69,4.87,4.48
16/06/2022,Team18,Team3,0,0,H,1.67,5.49,3.72,1.72,5.65,3.83
16/06/2022,Team1,Team11,1,1,A,1.9,4.28,3.43,1.96,4.41,3.54
17/06/2022,Team8,Team4,2,0,H,2.73,4.73,2.12,2.81,4.87,2.18
17/06/2022,Team4,Team14,0,2,H,1.36,4.89,9.21,1.4,5.03,9.48
17/06/2022,Team5,Team18,1,2,H,1.44,5.1,6.33,1.48,5.25,6.52
17/06/2022,Team8,Team18,2,0,H,1.57,4.5,5.28,1.61,4.63,5.44
18/06/2022,Team1,Team4,0,1,A,2.21,4.82,2.57,2.27,4.96,2.64
18/06/2022,Team12,Team1,0,0,A,5.05,4.77,1.56,5.2,4.91,1.6
18/06/2022,Team2,Team4,1,1,A,2.82,4.61,2.09,2.9,4.75,2.15
18/06/2022,Team8,Team14,0,0,H,1.54,5.12,4.9,1.58,5.27,5.05
19/06/2022,Team17,Team1,0,2,D,4.43,4.35,1.68,4.56,4.47,1.73
19/06/2022,Team7,Team11,3,0,D,2.02,4.8,2.89,2.08,4.94,2.97
19/06/2022,Team17,Team9,2,2,H,2.64,4.38,2.26,2.72,4.51,2.32
19/06/2022,Team10,Team6,2,0,H,1.73,4.38,4.09,1.78,4.51,4.21
20/06/2022,Team14,Team13,2,1,A,2.3,5.41,2.33,2.36,5.57,2.4
20/06/2022,Team19,Team6,1,0,D,1.99,4.45,3.09,2.05,4.58,3.18
20/06/2022,Team15,Team5,2,2,D,2.02,4.72,2.92,2.08,4.86,3.0
20/06/2022,Team4,Team15,2,1,H,1.85,5.38,3.1,1.9,5.54,3.19
21/06/2022,Team15,Team18,0,2,H,1.44,4.68,6.93,1.49,4.82,7.14
21/06/2022,Team4,Team6,0,2,D,1.46,4.57,6.89,1.5,4.71,7.09
21/06/2022,Team15,Team4,2,1,A,2.26,5.19,2.41,2.32,5.35,2.48
21/06/2022,Team2,Team0,1,1,A,1.95,5.41,2.85,2.0,5.57,2.93
22/06/2022,Team9,Team19,0,0,H,1.67,5.11,3.94,1.71,5.26,4.05
22/06/2022,Team0,Team8,1,1,D,1.93,6.08,2.72,1.99,6.26,2.8
22/06/2022,Team11,Team3,1,2,H,1.31,5.12,10.9,1.35,5.27,11.22
22/06/2022,Team14,Team5,0,2,A,3.37,5.38,1.76,3.47,5.54,1.81
23/06/2022,Team2,Team1,0,0,A,2.6,4.35,2.29,2.68,4.48,2.36
23/06/2022,Team16,Team13,0,0,D,1.91,4.78,3.16,1.96,4.92,3.26
23/06/2022,Team12,Team3,1,1,H,1.67,5.54,3.69,1.72,5.7,3.8
23/06/2022,Team5,Team8,0,0,A,2.03,4.46,3.01,2.09,4.59,3.09
24/06/2022,Team8,Team7,1,2,A,2.55,3.9,2.49,2.63,4.01,2.56
24/06/2022,Team10,Team3,0,1,A,1.46,3.88,9.25,1.5,3.99,9.53
24/06/2022,Team5,Team14,6,0,H,1.46,5.34,5.67,1.5,5.5,5.84
24/06/2022,Team17,Team6,1,1,H,1.83,5.49,3.12,1.88,5.65,3.21
25/06/2022,Team11,Team5,2,1,D,1.81,5.57,3.13,1.87,5.73,3.22
25/06/2022,Team18,Team17,1,1,D,2.75,5.0,2.06,2.83,5.15,2.12
25/06/2022,Team9,Team11,0,0,H,2.26,5.38,2.37,2.33,5.54,2.44
25/06/2022,Team7,Team1,0,1,A,2.49,4.89,2.25,2.57,5.03,2.32
26/06/2022,Team12,Team2,1,0,A,3.69,4.71,1.76,3.8,4.85,1.82
26/06/2022,Team11,Team7,0,1,A,2.15,4.4,2.8,2.21,4.53,2.88
26/06/2022,Team19,Team10,2,3,H,2.46,5.27,2.2,2.53,5.43,2.27
26/06/2022,Team17,Team19,2,2,A,2.11,4.84,2.7,2.17,4.98,2.78
27/06/2022,Team8,Team7,0,1,H,2.33,4.47,2.51,2.4,4.61,2.59
27/06/2022,Team7,Team5,1,0,A,2.05,4.49,2.95,2.11,4.62,3.04
27/06/2022,Team9,Team19,0,4,H,1.73,5.51,3.44,1.78,5.67,3.54
27/06/2022,Team3,Team0,2,3,D,6.99,4.5,1.46,7.2,4.63,1.5
28/06/2022,Team4,Team19,2,1,H,1.43,5.62,5.72,1.48,5.78,5.89
28/06/2022,Team11,Team15,1,3,H,2.02,5.03,2.81,2.08,5.18,2.89
28/06/2022,Team12,Team19,1,0,H,2.66,4.96,2.12,2.74,5.1,2.18
28/06/2022,Team9,Team17,4,0,D,1.61,6.57,3.62,1.66,6.76,3.73
29/06/2022,Team17,Team9,0,0,A,3.21,4.28,1.98,3.31,4.4,2.04
29/06/2022,Team4,Team17,1,2,A,1.53,3.97,6.96,1.57,4.09,7.16
29/06/2022,Team7,Team6,1,0,H,1.53,3.82,7.31,1.58,3.93,7.52
29/06/2022,Team14,Team8,1,1,A,3.41,4.99,1.8,3.51,5.14,1.85
30/06/2022,Team19,Team0,1,2,A,2.85,4.67,2.06,2.94,4.81,2.12
30/06/2022,Team6,Team0,1,0,A,3.06,4.65,1.97,3.15,4.79,2.03
30/06/2022,Team4,Team19,1,2,H,1.5,4.22,6.75,1.55,4.34,6.94
30/06/2022,Team8,Team19,1,1,A,1.69,4.99,3.9,1.74,5.13,4.01
01/07/2022,Team16,Team2,0,0,A,2.25,6.01,2.28,2.32,6.19,2.34
01/07/2022,Team10,Team17,3,0,H,1.97,3.9,3.5,2.03,4.01,3.6
01/07/2022,Team6,Team4,2,0,H,5.94,4.43,1.52,6.11,4.56,1.57
01/07/2022,Team0,Team1,2,0,H,2.87,4.36,2.11,2.96,4.49,2.18
02/07/2022,Team5,Team11,1,0,D,2.09,3.92,3.15,2.16,4.03,3.25
02/07/2022,Team3,Team5,0,2,A,6.08,5.35,1.43,6.26,5.51,1.47
02/07/2022,Team19,Team4,1,2,A,4.11,4.64,1.69,4.24,4.78,1.74
02/07/2022,Team4,Team16,1,1,A,1.49,5.14,5.42,1.53,5.29,5.58
03/07/2022,Team8,Team12,3,0,H,1.49,4.59,6.19,1.54,4.72,6.37
03/07/2022,Team4,Team8,3,1,H,1.69,5.39,3.65,1.74,5.55,3.76
03/07/2022,Team15,Team5,0,2,H,1.91,4.48,3.31,1.96,4.61,3.4
03/07/2022,Team18,Team11,0,1,H,5.31,3.63,1.71,5.47,3.74,1.76
04/07/2022,Team17,Team16,1,1,H,2.26,4.7,2.53,2.33,4.84,2.61
04/07/2022,Team14,Team18,2,1,H,1.77,4.85,3.6,1.82,4.99,3.71
04/07/2022,Team12,Team7,1,0,H,4.47,4.88,1.61,4.6,5.02,1.66
04/07/2022,Team14,Team0,1,0,H,2.82,5.46,1.95,2.91,5.62,2.01
05/07/2022,Team17,Team1,2,2,H,4.38,4.1,1.73,4.51,4.22,1.78
05/07/2022,Team9,Team1,0,0,A,2.48,4.9,2.26,2.56,5.04,2.32
05/07/2022,Team3,Team2,0,2,A,6.96,5.15,1.4,7.16,5.3,1.45
05/07/2022,Team15,Team3,3,1,H,1.33,5.37,8.99,1.37,5.53,9.25
06/07/2022,Team11,Team9,1,0,H,1.89,4.4,3.41,1.94,4.53,3.51
06/07/2022,Team16,Team13,1,2,H,1.92,5.27,2.95,1.97,5.42,3.04
06/07/2022,Team18,Team10,0,3,H,3.21,4.3,1.98,3.31,4.43,2.03
06/07/2022,Team14,Team13,1,1,H,2.74,3.35,2.58,2.82,3.45,2.66
07/07/2022,Team7,Team1,1,0,A,2.38,5.34,2.26,2.45,5.5,2.33
07/07/2022,Team5,Team1,2,1,D,2.37,4.93,2.35,2.44,5.07,2.42
07/07/2022,Team4,Team5,2,0,H,1.78,4.34,3.89,1.83,4.46,4.0
07/07/2022,Team4,Team3,1,0,H,1.24,5.62,15.81,1.27,5.79,16.27
08/07/2022,Team7,Team18,1,1,H,1.45,4.53,7.1,1.5,4.67,7.31
08/07/2022,Team1,Team15,1,1,D,1.9,5.62,2.9,1.95,5.78,2.98
08/07/2022,Team7,Team4,4,1,H,2.37,4.55,2.45,2.44,4.69,2.52
08/07/2022,Team12,Team18,0,2,H,1.84,4.93,3.31,1.89,5.07,3.41
09/07/2022,Team6,Team0,1,2,A,3.47,4.85,1.8,3.57,5.0,1.85
09/07/2022,Team17,Team15,1,1,H,3.39,4.74,1.84,3.49,4.88,1.89
09/07/2022,Team9,Team18,1,1,H,1.62,4.17,5.18,1.67,4.29,5.34
09/07/2022,Team19,Team14,0,0,H,2.1,3.59,3.38,2.17,3.69,3.48
10/07/2022,Team2,Team12,1,3,A,1.5,3.83,8.1,1.55,3.95,8.34
10/07/2022,Team0,Team13,2,1,H,1.71,4.08,4.54,1.76,4.21,4.67
10/07/2022,Team14,Team0,0,3,A,3.07,4.9,1.92,3.16,5.04,1.98
10/07/2022,Team8,Team9,2,0,A,2.14,4.83,2.66,2.2,4.97,2.74
11/07/2022,Team19,Team8,0,2,A,2.69,4.84,2.12,2.77,4.99,2.18
11/07/2022,Team13,Team0,2,1,A,2.63,5.11,2.11,2.7,5.26,2.17
11/07/2022,Team7,Team4,1,2,H,2.33,4.62,2.47,2.4,4.76,2.54
11/07/2022,Team9,Team0,2,0,D,2.22,5.13,2.47,2.29,5.28,2.54
12/07/2022,Team14,Team6,1,2,A,1.91,5.58,2.89,1.96,5.74,2.98
12/07/2022,Team0,Team15,1,1,A,2.5,5.16,2.19,2.57,5.31,2.26
12/07/2022,Team6,Team2,0,2,A,3.25,4.75,1.88,3.34,4.89,1.94
12/07/2022,Team2,Team1,3,3,D,2.66,5.28,2.06,2.74,5.44,2.13
13/07/2022,Team7,Team12,0,0,A,1.46,4.51,6.88,1.51,4.64,7.08
13/07/2022,Team9,Team3,0,2,H,1.47,4.56,6.57,1.52,4.7,6.76
13/07/2022,Team2,Team16,0,1,A,1.93,4.6,3.19,1.98,4.73,3.29
13/07/2022,Team16,Team15,1,2,H,2.7,4.6,2.16,2.78,4.74,2.23
14/07/2022,Team2,Team4,0,2,A,2.57,5.28,2.12,2.64,5.43,2.19
14/07/2022,Team1,Team15,1,3,D,2.0,4.33,3.14,2.05,4.46,3.23
14/07/2022,Team14,Team4,1,3,A,4.81,4.4,1.63,4.95,4.53,1.67
14/07/2022,Team4,Team13,1,0,H,1.42,5.01,6.85,1.46,5.16,7.05
15/07/2022,Team4,Team7,0,0,H,1.86,4.72,3.32,1.92,4.86,3.42
15/07/2022,Team17,Team0,1,2,D,2.87,4.14,2.18,2.95,4.27,2.24
15/07/2022,Team3,Team2,3,2,D,5.75,4.78,1.5,5.92,4.92,1.54
15/07/2022,Team6,Team11,0,3,A,4.16,4.68,1.68,4.28,4.82,1.73
16/07/2022,Team18,Team5,0,2,A,3.35,5.57,1.75,3.45,5.74,1.8
16/07/2022,Team16,Team18,1,1,D,1.39,5.4,6.83,1.43,5.56,7.04
16/07/2022,Team6,Team11,0,0,A,4.24,4.28,1.72,4.36,4.4,1.77
16/07/2022,Team8,Team14,1,0,H,1.53,5.85,4.45,1.57,6.03,4.58
17/07/2022,Team19,Team16,3,1,D,2.37,5.76,2.2,2.44,5.93,2.26
17/07/2022,Team19,Team17,2,0,H,1.93,6.14,2.71,1.99,6.32,2.79
17/07/2022,Team9,Team3,3,0,H,1.32,5.36,9.55,1.36,5.51,9.83
17/07/2022,Team0,Team11,1,1,D,2.55,5.05,2.18,2.62,5.2,2.24
18/07/2022,Team11,Team9,1,1,H,1.89,4.99,3.11,1.95,5.14,3.2
18/07/2022,Team2,Team1,2,2,D,2.46,4.99,2.26,2.53,5.14,2.32
18/07/2022,Team6,Team8,1,0,H,3.29,5.28,1.8,3.39,5.44,1.85
18/07/2022,Team2,Team9,1,0,H,2.14,4.38,2.82,2.2,4.51,2.9
19/07/2022,Team2,Team17,0,0,H,1.53,5.68,4.54,1.57,5.85,4.67
19/07/2022,Team9,Team12,1,1,D,1.43,4.98,6.77,1.47,5.12,6.97
19/07/2022,Team8,Team19,1,1,H,1.52,5.38,4.9,1.56,5.54,5.04
19/07/2022,Team19,Team15,0,1,A,3.47,4.9,1.79,3.57,5.04,1.85
20/07/2022,Team2,Team6,2,1,H,1.52,4.34,6.12,1.57,4.47,6.3
20/07/2022,Team2,Team17,3,0,H,1.64,5.1,4.12,1.68,5.25,4.24
20/07/2022,Team9,Team16,1,1,A,1.91,4.09,3.53,1.97,4.21,3.64
20/07/2022,Team17,Team5,1,0,A,3.09,5.25,1.86,3.18,5.41,1.92
21/07/2022,Team7,Team3,0,1,A,1.37,4.44,10.39,1.41,4.57,10.7
21/07/2022,Team4,Team10,1,2,D,1.6,4.81,4.58,1.65,4.95,4.71
21/07/2022,Team6,Team2,1,3,D,3.12,6.0,1.78,3.22,6.17,1.83
21/07/2022,Team8,Team9,1,0,D,1.99,5.62,2.71,2.05,5.79,2.79
22/07/2022,Team11,Team3,3,1,H,1.37,6.13,6.44,1.41,6.31,6.63
22/07/2022,Team4,Team10,0,1,H,1.71,4.21,4.41,1.76,4.34,4.54
22/07/2022,Team17,Team19,1,0,H,2.34,4.27,2.57,2.41,4.4,2.65
22/07/2022,Team1,Team12,0,1,H,1.38,4.49,9.8,1.42,4.62,10.09
23/07/2022,Team8,Team0,1,0,A,2.06,4.6,2.88,2.12,4.74,2.97
23/07/2022,Team10,Team16,0,3,H,1.86,4.89,3.26,1.91,5.03,3.35
23/07/2022,Team11,Team16,3,0,H,1.87,4.37,3.48,1.93,4.5,3.58
23/07/2022,Team16,Team9,2,2,D,2.53,4.37,2.35,2.6,4.5,2.42
24/07/2022,Team14,Team16,3,2,H,2.83,4.69,2.07,2.91,4.83,2.13
24/07/2022,Team16,Team9,3,0,H,2.34,4.46,2.51,2.41,4.59,2.58
24/07/2022,Team6,Team0,1,2,A,3.38,4.84,1.83,3.48,4.99,1.88
24/07/2022,Team17,Team2,0,1,D,2.96,4.77,1.99,3.05,4.91,2.05
25/07/2022,Team7,Team18,1,1,H,1.39,5.93,6.09,1.44,6.1,6.27
25/07/2022,Team5,Team2,2,0,H,1.87,5.24,3.09,1.92,5.39,3.18
25/07/2022,Team11,Team14,1,2,H,1.5,3.94,7.68,1.55,4.05,7.91
25/07/2022,Team7,Team5,0,1,A,1.88,4.97,3.15,1.94,5.11,3.25
26/07/2022,Team1,Team5,1,0,H,1.77,4.96,3.52,1.82,5.11,3.63
26/07/2022,Team9,Team1,0,0,H,2.86,3.73,2.32,2.94,3.84,2.38
26/07/2022,Team14,Team5,1,0,H,3.66,4.15,1.87,3.77,4.27,1.92
26/07/2022,Team19,Team18,0,0,H,1.8,3.64,4.56,1.85,3.74,4.69
27/07/2022,Team10,Team18,0,2,H,1.53,7.95,3.68,1.58,8.18,3.79
27/07/2022,Team9,Team13,2,2,D,1.88,4.45,3.41,1.93,4.58,3.51
27/07/2022,Team14,Team1,1,0,A,4.63,5.08,1.57,4.77,5.23,1.62
27/07/2022,Team7,Team6,0,0,H,1.49,5.08,5.51,1.53,5.23,5.67
28/07/2022,Team10,Team11,0,5,A,2.84,4.4,2.13,2.92,4.52,2.19
28/07/2022,Team3,Team4,2,1,A,8.0,4.77,1.4,8.24,4.91,1.44
28/07/2022,Team0,Team10,2,0,D,1.78,4.92,3.52,1.83,5.06,3.62
28/07/2022,Team8,Team11,1,0,D,2.3,3.82,2.83,2.37,3.93,2.92
29/07/2022,Team0,Team2,0,2,H,2.09,7.13,2.31,2.16,7.34,2.38
29/07/2022,Team7,Team6,1,2,D,1.46,4.6,6.8,1.5,4.73,7.0
29/07/2022,Team2,Team12,1,2,H,1.45,4.64,7.01,1.49,4.78,7.21
29/07/2022,Team0,Team2,2,0,H,2.16,4.43,2.77,2.22,4.56,2.86
30/07/2022,Team10,Team7,0,0,A,2.6,4.7,2.21,2.68,4.84,2.27
30/07/2022,Team10,Team7,1,3,D,2.79,4.68,2.09,2.88,4.82,2.15
30/07/2022,Team4,Team0,1,5,A,1.67,5.22,3.88,1.71,5.38,3.99
30/07/2022,Team8,Team1,1,1,D,2.36,5.09,2.33,2.43,5.24,2.4
31/07/2022,Team17,Team6,0,0,H,1.81,4.89,3.42,1.86,5.04,3.52
31/07/2022,Team17,Team15,1,4,A,3.46,4.36,1.88,3.56,4.49,1.94
31/07/2022,Team12,Team10,3,0,D,3.06,4.6,1.98,3.15,4.74,2.03
31/07/2022,Team6,Team15,0,2,A,3.97,4.03,1.82,4.08,4.15,1.87
01/08/2022,Team15,Team10,0,2,H,1.66,4.15,4.87,1.7,4.27,5.01
01/08/2022,Team15,Team11,1,4,D,1.93,4.7,3.13,1.99,4.84,3.22
01/08/2022,Team7,Team17,2,0,H,1.49,5.58,5.04,1.53,5.75,5.19
01/08/2022,Team19,Team10,2,2,A,2.34,4.81,2.41,2.41,4.95,2.48
02/08/2022,Team13,Team2,0,2,D,2.4,5.54,2.21,2.47,5.7,2.27
02/08/2022,Team9,Team11,4,1,H,2.55,4.26,2.36,2.62,4.39,2.43
02/08/2022,Team0,Team13,2,0,H,1.71,4.71,3.98,1.76,4.84,4.09
02/08/2022,Team17,Team6,1,2,D,1.74,5.0,3.63,1.79,5.14,3.74
03/08/2022,Team3,Team10,1,4,H,5.46,3.83,1.65,5.62,3.94,1.7
03/08/2022,Team8,Team12,0,3,A,1.42,5.03,6.85,1.46,5.17,7.05
03/08/2022,Team9,Team19,1,1,H,1.59,6.66,3.69,1.64,6.86,3.8
03/08/2022,Team2,Team16,3,1,H,1.98,4.02,3.38,2.04,4.14,3.48
04/08/2022,Team4,Team2,1,3,D,1.76,4.53,3.84,1.81,4.66,3.95
04/08/2022,Team15,Team5,0,2,H,1.88,4.21,3.57,1.93,4.34,3.68
04/08/2022,Team12,Team14,0,1,H,2.33,3.89,2.75,2.4,4.01,2.83
04/08/2022,Team5,Team3,5,1,H,1.36,4.6,10.43,1.4,4.74,10.74
05/08/2022,Team4,Team19,1,1,H,1.37,5.17,7.96,1.41,5.32,8.19
05/08/2022,Team11,Team6,1,0,H,1.46,5.59,5.34,1.51,5.75,5.5
05/08/2022,Team15,Team0,1,0,H,1.87,4.71,3.29,1.93,4.85,3.38
05/08/2022,Team18,Team15,2,0,A,6.5,5.15,1.42,6.69,5.3,1.47
06/08/2022,Team13,Team14,1,0,H,1.71,5.5,3.51,1.76,5.67,3.62
06/08/2022,Team3,Team19,2,2,A,3.93,6.23,1.57,4.04,6.42,1.62
06/08/2022,Team10,Team4,1,3,D,3.33,5.1,1.81,3.42,5.25,1.86
06/08/2022,Team16,Team3,1,3,D,1.48,4.74,6.15,1.52,4.88,6.33
07/08/2022,Team12,Team5,0,3,D,4.22,4.87,1.65,4.34,5.01,1.69
07/08/2022,Team5,Team0,0,1,A,1.81,5.26,3.26,1.86,5.42,3.36
07/08/2022,Team10,Team12,1,1,H,1.5,5.77,4.73,1.55,5.94,4.86
07/08/2022,Team5,Team18,2,1,H,1.54,4.62,5.45,1.58,4.76,5.61
08/08/2022,Team15,Team0,1,3,A,2.02,3.97,3.3,2.08,4.08,3.39
08/08/2022,Team19,Team7,0,0,A,3.47,4.34,1.88,3.57,4.47,1.94
08/08/2022,Team14,Team8,0,0,A,3.12,5.05,1.88,3.21,5.2,1.94
08/08/2022,Team12,Team10,3,2,H,2.76,5.58,1.96,2.85,5.74,2.02
09/08/2022,Team6,Team17,1,1,H,2.31,4.49,2.54,2.38,4.62,2.61
09/08/2022,Team11,Team0,1,0,A,1.89,4.34,3.43,1.95,4.47,3.53
09/08/2022,Team15,Team4,0,0,H,2.17,4.62,2.69,2.23,4.75,2.77
09/08/2022,Team8,Team14,2,2,H,1.62,4.05,5.41,1.66,4.17,5.57
10/08/2022,Team7,Team3,3,0,H,1.28,6.23,9.5,1.31,6.41,9.78
10/08/2022,Team19,Team16,2,0,H,2.64,4.42,2.25,2.72,4.55,2.32
10/08/2022,Team6,Team17,0,1,A,2.44,4.41,2.42,2.51,4.53,2.5
10/08/2022,Team3,Team10,6,0,H,4.24,4.27,1.72,4.36,4.4,1.77
